timestamp,symbol,price,quantity,is_buyer_maker
1778518208283,BTCUSDT,81656.1,0.001,False
1778518208283,BTCUSDT,81656.2,0.005,False
1778518208283,BTCUSDT,81656.3,0.119,False
1778518208284,BTCUSDT,81656.3,0.001,True
1778518208284,BTCUSDT,81656.4,0.001,False
1778518208284,BTCUSDT,81656.5,0.001,False
1778518208284,BTCUSDT,81656.7,0.005,False
1778518208284,BTCUSDT,81656.9,0.002,False
1778518208284,BTCUSDT,81657.1,0.001,False
1778518208284,BTCUSDT,81657.2,0.001,False
1778518208284,BTCUSDT,81657.4,0.001,False
1778518208284,BTCUSDT,81657.5,0.007,False
1778518208284,BTCUSDT,81657.6,0.101,False
1778518208288,BTCUSDT,81657.5,0.002,True
1778518208296,BTCUSDT,81657.6,0.145,False
1778518208307,BTCUSDT,81657.5,0.026,True
1778518208405,BTCUSDT,81657.6,0.001,False
1778518208408,BTCUSDT,81657.5,0.008,True
1778518208418,BTCUSDT,81657.6,0.066,False
1778518208420,BTCUSDT,81657.8,0.001,False
1778518208420,BTCUSDT,81657.9,0.001,False
1778518208420,BTCUSDT,81658.0,0.001,False
1778518208420,BTCUSDT,81658.1,0.001,False
1778518208420,BTCUSDT,81658.2,0.002,False
1778518208420,BTCUSDT,81658.4,0.014,False
1778518208430,BTCUSDT,81658.5,0.002,False
1778518208430,BTCUSDT,81658.6,0.001,False
1778518208430,BTCUSDT,81658.7,0.003,False
1778518208430,BTCUSDT,81658.9,0.002,False
1778518208434,BTCUSDT,81659.0,0.001,False
1778518208434,BTCUSDT,81659.1,0.001,False
1778518208434,BTCUSDT,81659.2,0.004,False
1778518208434,BTCUSDT,81659.7,0.003,False
1778518208434,BTCUSDT,81659.9,0.002,False
1778518208434,BTCUSDT,81660.0,0.006,False
1778518208434,BTCUSDT,81660.1,0.001,False
1778518208434,BTCUSDT,81660.5,0.003,False
1778518208521,BTCUSDT,81660.6,0.066,True
1778518208550,BTCUSDT,81660.7,0.014,False
1778518208550,BTCUSDT,81660.8,0.005,False
1778518208550,BTCUSDT,81660.9,0.001,False
1778518208619,BTCUSDT,81661.2,0.042,True
1778518208729,BTCUSDT,81661.3,0.007,False
1778518208796,BTCUSDT,81661.2,0.024,True
1778518208937,BTCUSDT,81661.2,0.848,True
1778518209151,BTCUSDT,81661.2,0.04,True
1778518209269,BTCUSDT,81661.3,0.1,False
1778518209908,BTCUSDT,81661.2,0.003,True
1778518210018,BTCUSDT,81661.3,0.003,False
1778518210298,BTCUSDT,81661.2,0.002,True
1778518210459,BTCUSDT,81661.3,0.003,False
1778518210691,BTCUSDT,81661.3,0.001,False
1778518210822,BTCUSDT,81661.3,0.002,False
1778518211023,BTCUSDT,81661.2,0.004,True
1778518211439,BTCUSDT,81661.3,0.121,False
1778518211654,BTCUSDT,81661.2,0.002,True
1778518211711,BTCUSDT,81661.3,0.004,False
